ward_id,ward_name,forecast_date,temperature_max_c,temperature_min_c,temperature_mean_c,humidity_mean_pct,humidity_max_pct,wind_mean_mps,solar_max_wm2,heat_index_max_c,wbgt_max_c,wbgt_mean_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,night_temperature_min_c,peak_risk_time_ist,population_estimate_2020,population_density_per_sq_km,exposure_score,danger_day,consecutive_danger_days,heat_duration_score,mortality_risk_index,risk_level,alert_code,map_color,recommended_action,sms_alert_required,open_cooling_centres,shift_outdoor_work_hours,hospital_surge_alert,model_version,risk_interpretation,vulnerability_data_status
1,NARELA,2026-08-28,33.7,27.3,30.3,76.0,92,2.12,764.0,40.03,30.3,28.31,40.84,67.62,11,0,27.3,2026-08-28T11:00,107464,5301.18,25.21,True,1,33.33,53.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
78,MAJNU KA TILA,2026-08-31,35.2,27.9,31.19,66.04,89,1.64,817.0,41.15,31.03,28.09,43.17,73.97,9,1,27.9,2026-08-31T14:00,74123,20243.89,33.46,True,4,100.0,64.13,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
78,MAJNU KA TILA,2026-09-01,33.7,27.3,29.78,77.71,94,1.3,771.0,40.19,30.74,28.06,42.07,71.35,9,0,27.3,2026-09-01T13:00,74123,20243.89,33.46,True,5,100.0,61.86,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
79,JAMA MASJID,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,25310,32670.71,34.67,True,1,33.33,56.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
79,JAMA MASJID,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,25310,32670.71,34.67,True,2,66.67,62.1,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
79,JAMA MASJID,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,25310,32670.71,34.67,True,3,100.0,63.68,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
79,JAMA MASJID,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,25310,32670.71,34.67,True,4,100.0,65.83,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
79,JAMA MASJID,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,25310,32670.71,34.67,True,5,100.0,62.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
8,JHARODA,2026-08-28,34.2,26.5,30.52,74.67,93,2.07,763.0,40.06,30.4,28.36,41.15,68.66,13,0,26.5,2026-08-28T13:00,118845,9508.59,33.09,True,1,33.33,54.9,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
8,JHARODA,2026-08-29,34.6,26.9,30.92,68.46,80,2.16,843.0,40.89,30.97,28.15,43.13,73.81,14,0,26.9,2026-08-29T13:00,118845,9508.59,33.09,True,2,66.67,61.47,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
8,JHARODA,2026-08-30,35.0,27.5,31.32,66.12,83,1.89,786.0,41.48,31.13,28.26,42.68,74.3,15,1,27.5,2026-08-30T14:00,118845,9508.59,33.09,True,3,100.0,64.35,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
8,JHARODA,2026-08-31,35.2,27.9,31.19,66.04,89,1.64,817.0,41.15,31.03,28.09,43.17,73.97,9,1,27.9,2026-08-31T14:00,118845,9508.59,33.09,True,4,100.0,64.07,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
8,JHARODA,2026-09-01,33.7,27.3,29.78,77.71,94,1.3,771.0,40.19,30.74,28.06,42.07,71.35,9,0,27.3,2026-09-01T13:00,118845,9508.59,33.09,True,5,100.0,61.81,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
80,CHANDNI CHOWK,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,62665,23972.84,34.68,True,1,33.33,56.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
80,CHANDNI CHOWK,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,62665,23972.84,34.68,True,2,66.67,62.1,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
80,CHANDNI CHOWK,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,62665,23972.84,34.68,True,3,100.0,63.68,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
80,CHANDNI CHOWK,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,62665,23972.84,34.68,True,4,100.0,65.83,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
80,CHANDNI CHOWK,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,62665,23972.84,34.68,True,5,100.0,62.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
81,MINTO ROAD,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,35684,14117.18,16.14,True,1,33.33,54.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
81,MINTO ROAD,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,35684,14117.18,16.14,True,2,66.67,59.35,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
81,MINTO ROAD,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,35684,14117.18,16.14,True,3,100.0,60.96,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
81,MINTO ROAD,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,35684,14117.18,16.14,True,4,100.0,63.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
81,MINTO ROAD,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,35684,14117.18,16.14,True,5,100.0,59.35,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
82,KUCHA PANDIT,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,10044,29637.06,27.99,True,1,33.33,55.69,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
82,KUCHA PANDIT,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,10044,29637.06,27.99,True,2,66.67,61.11,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
82,KUCHA PANDIT,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,10044,29637.06,27.99,True,3,100.0,62.7,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
82,KUCHA PANDIT,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,10044,29637.06,27.99,True,4,100.0,64.82,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
82,KUCHA PANDIT,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,10044,29637.06,27.99,True,5,100.0,61.04,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
83,BAZAR SITARAM,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,12637,35368.04,34.57,True,1,33.33,56.62,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
83,BAZAR SITARAM,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,12637,35368.04,34.57,True,2,66.67,62.08,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
83,BAZAR SITARAM,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,12637,35368.04,34.57,True,3,100.0,63.66,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
83,BAZAR SITARAM,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,12637,35368.04,34.57,True,4,100.0,65.82,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
83,BAZAR SITARAM,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,12637,35368.04,34.57,True,5,100.0,61.98,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
84,TURKMAN GATE,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,9075,37970.71,37.57,True,1,33.33,57.04,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
84,TURKMAN GATE,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,9075,37970.71,37.57,True,2,66.67,62.53,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
84,TURKMAN GATE,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,9075,37970.71,37.57,True,3,100.0,64.1,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
84,TURKMAN GATE,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,9075,37970.71,37.57,True,4,100.0,66.27,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
84,TURKMAN GATE,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,9075,37970.71,37.57,True,5,100.0,62.41,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
85,IDGAH ROAD,2026-08-28,34.5,26.5,30.69,72.71,93,1.93,770.0,39.97,30.55,28.32,42.09,70.45,12,0,26.5,2026-08-28T13:00,18860,24354.34,23.4,True,1,33.33,54.96,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
85,IDGAH ROAD,2026-08-29,34.8,26.7,30.81,68.58,80,1.94,844.0,40.98,31.08,28.04,43.46,74.76,13,1,26.7,2026-08-29T13:00,18860,24354.34,23.4,True,2,66.67,60.82,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
85,IDGAH ROAD,2026-08-30,35.3,27.4,31.39,64.71,76,1.74,788.0,41.81,31.17,28.15,43.02,74.86,14,1,27.4,2026-08-30T14:00,18860,24354.34,23.4,True,3,100.0,63.4,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
85,IDGAH ROAD,2026-08-31,35.8,27.4,31.62,61.42,78,1.55,819.0,41.36,31.24,27.98,43.79,75.8,11,2,27.4,2026-08-31T13:00,18860,24354.34,23.4,True,4,100.0,64.19,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
85,IDGAH ROAD,2026-09-01,34.5,28.1,30.6,68.92,87,1.14,789.0,40.54,30.89,27.9,42.76,72.92,8,0,28.1,2026-09-01T13:00,18860,24354.34,23.4,True,5,100.0,61.75,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
86,BALLIMARAN,2026-08-28,34.6,26.5,30.68,73.17,93,1.96,767.0,40.16,30.58,28.35,41.98,70.55,13,0,26.5,2026-08-28T13:00,12490,23561.59,21.01,True,1,33.33,54.7,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
86,BALLIMARAN,2026-08-29,35.3,26.9,31.11,66.71,80,2.03,838.0,40.76,30.98,28.1,43.5,74.28,14,0,26.9,2026-08-29T13:00,12490,23561.59,21.01,True,2,66.67,60.07,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
86,BALLIMARAN,2026-08-30,35.8,27.7,31.6,63.42,81,1.7,776.0,40.56,30.87,28.17,43.01,73.25,15,0,27.7,2026-08-30T14:00,12490,23561.59,21.01,True,3,100.0,61.68,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
86,BALLIMARAN,2026-08-31,36.0,27.7,31.4,63.83,85,1.41,828.0,41.42,31.27,28.04,43.62,75.72,9,2,27.7,2026-08-31T14:00,12490,23561.59,21.01,True,4,100.0,63.76,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
86,BALLIMARAN,2026-09-01,34.2,27.3,30.01,76.12,95,1.03,767.0,40.29,30.7,28.1,42.27,71.31,9,0,27.3,2026-09-01T13:00,12490,23561.59,21.01,True,5,100.0,60.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
87,RAM NAGAR,2026-08-28,34.5,26.5,30.69,72.71,93,1.93,770.0,39.97,30.55,28.32,42.09,70.45,12,0,26.5,2026-08-28T13:00,11097,26153.66,23.99,True,1,33.33,55.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
87,RAM NAGAR,2026-08-29,34.8,26.7,30.81,68.58,80,1.94,844.0,40.98,31.08,28.04,43.46,74.76,13,1,26.7,2026-08-29T13:00,11097,26153.66,23.99,True,2,66.67,60.9,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
87,RAM NAGAR,2026-08-30,35.3,27.4,31.39,64.71,76,1.74,788.0,41.81,31.17,28.15,43.02,74.86,14,1,27.4,2026-08-30T14:00,11097,26153.66,23.99,True,3,100.0,63.48,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
87,RAM NAGAR,2026-08-31,35.8,27.4,31.62,61.42,78,1.55,819.0,41.36,31.24,27.98,43.79,75.8,11,2,27.4,2026-08-31T13:00,11097,26153.66,23.99,True,4,100.0,64.28,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
87,RAM NAGAR,2026-09-01,34.5,28.1,30.6,68.92,87,1.14,789.0,40.54,30.89,27.9,42.76,72.92,8,0,28.1,2026-09-01T13:00,11097,26153.66,23.99,True,5,100.0,61.83,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
88,QASABPURA,2026-08-28,34.5,26.5,30.69,72.71,93,1.93,770.0,39.97,30.55,28.32,42.09,70.45,12,0,26.5,2026-08-28T13:00,24651,32828.61,34.68,True,1,33.33,56.55,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
88,QASABPURA,2026-08-29,34.8,26.7,30.81,68.58,80,1.94,844.0,40.98,31.08,28.04,43.46,74.76,13,1,26.7,2026-08-29T13:00,24651,32828.61,34.68,True,2,66.67,62.5,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
